ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	ALIGNMENT	COGID	COGIDS	MORPHEMES	COGNACY	BORROWING	NOTE
10928	Kulina	KNIFE	koʃiro	koʃiro	k o ʃ i r o	k o ʃ i r o	986.0	943	KNIFE		YES	From Spanish cuchillo
10929	Deni	KNIFE	huhuka	huhuka	h u h u k a	h u h u k a	987.0	944	KNIFE			
10967	Paumari	KNIFE	hado	hado	h a ɗ o	h a ɗ o	1026.0	982	KNIFE			
11569	Jamamadi	KNIFE	jimawa	jimawa	j i m a w a	j i m a w a	955.0	913	KNIFE			
12142	Paumari_1833	KNIFE	ado	ado	a d o	a d o	1026.0	982	KNIFE			
11223	Sorowaha	CULTIVATED FIELD	hadara	hadara	h a d a r a	h a d a r a	1138.0	1095	SLASH			
11224	Jarawara	CULTIVATED FIELD	awa / fatara / tafe	awa	a w a	a w a	1139.0	1096	SLASH			
11225	Jarawara	CULTIVATED FIELD	awa / fatara / tafe	fatara	ɸ a t a r a	ɸ a t a r a	1138.0	1095	SLASH			
11226	Jarawara	CULTIVATED FIELD	awa / fatara / tafe	tafe	t a ɸ e	t a ɸ e	1140.0	1097	SLASH			
11408	Banawa	CULTIVATED FIELD	ɸadara	ɸadara	ɸ a d a r a	ɸ a d a r a	1138.0	1095	SLASH			
11457	Jamamadi	CULTIVATED FIELD	ɸadara	ɸadara	ɸ a d a r a	ɸ a d a r a	1138.0	1095	SLASH			
11704	Paumari	CULTIVATED FIELD	siroi	siroi	s i r oi	s i r oi	1010.0	967	SLASH			
11930	Deni	CULTIVATED FIELD	vatiza	vatiza	v a t i dz a	v a t i dz a	1451.0	1429	SLASH			
11931	Kulina	CULTIVATED FIELD	wizaha	wizaha	w i z a h a	w i z a h a	1452.0	1430	SLASH			
11104	Banawa	CARRY	dia	dia	d ia	d ia	1105.0	1063	CARRY			
11105	Jarawara	CARRY	tiwa	tiwa	t i w a	- t i w a	1105.0	1063	CARRY			Perhaps cognate with Sorowaha tuwaka 'take away'
11222	Sorowaha	CARRY	aka	aka	a k a	a k a	1137.0	1094	CARRY			
11458	Jamamadi	CARRY	diwa	diwa	d i w a	- d i w a	1105.0	1063	CARRY			
11628	Jarawara	CARRY	ibori	ibori	i b o r i	i b o r i	1285.0	1085	HOLD			
11629	Banawa	CARRY	ibori	ibori	i b o r i	i b o r i	1285.0	1085	HOLD			
11703	Paumari	CARRY	kobari	kobari	k o b a r i	k o b a r i	1285.0	1085	HOLD			
12246	Kulina	CARRY	zoho	zoho	z o h o	z o h o	1566.0	1546	CARRY			
12552	Deni	CARRY	dzuhu / hidzu / hibu / matʰu / mari	hibu	h i b u	h i b u	1769.0	1756	CARRY			Carry on back
12553	Deni	CARRY	dzuhu / hidzu / hibu / matʰu / mari	matʰu	m a tʰ u	m a tʰ u	1772.0	1759	CARRY			Carry on shoulders
12554	Deni	CARRY	dzuhu / hidzu / hibu / matʰu / mari	mari	m a r i	m a r i	1771.0	1758	CARRY			Carry on hands
12555	Deni	CARRY	dzuhu / hidzu / hibu / matʰu / mari	dzuhu	dz u h u	dz u h u	1768.0	1300	CARRY			Carry on arms
12556	Deni	CARRY	dzuhu / hidzu / hibu / matʰu / mari	hidzu	h i dz u	h i dz u	1770.0	1757	CARRY			Many things on the back or on the hands
10998	Paumari	OLDER BROTHER	aadʒo	aadʒodʒahiki	aː dʒ o	aː dʒ o	1030.0	985	OLDER.BROTHER			
11097	Banawa	OLDER BROTHER	anodi / ajo	anodi	a n o d i	a n o d i	1030.0	985	OLDER.BROTHER			
11098	Banawa	OLDER BROTHER	anodi / ajo	ajo	a j o	a j o	1030.0	985	OLDER.BROTHER			
11099	Jarawara	OLDER BROTHER	anoti / ajo	anoti	a n o t i	a n o t i	1030.0	985	OLDER.BROTHER			
11133	Sorowaha	OLDER BROTHER	idʒa	idʒa	iː dʒ a	iː dʒ a	1030.0	985	OLDER.BROTHER			
11571	Jamamadi	OLDER BROTHER	anodi / ajo	ajo	a j o	a j o	1030.0	985	OLDER.BROTHER			
11572	Jamamadi	OLDER BROTHER	anodi / ajo	anodi	a n o d i	a n o d i	1030.0	985	OLDER.BROTHER			
11592	Jarawara	OLDER BROTHER	anoti / ajo	ajo	a j o	a j o	1030.0	985	OLDER.BROTHER			
11879	Deni	OLDER BROTHER	owaa	owaa	o w aː	o w aː	1422.0	1397	BROTHER			
12270	Kulina	OLDER BROTHER	ato / owaa	ato	a t o	a t o	1030.0	985	OLDER.BROTHER			Vocative and 1st, 2nd possessor
12271	Kulina	OLDER BROTHER	ato / owaa	owaa	o w aː	o w aː	1422.0	1397	BROTHER			3rd possessor
11014	Banawa	AMAZON RIVER DOLPHIN	marija	marija	m a r i j a	m a r i j a	1058.0	1015	AMAZON.RIVER.DOLPHIN			
11015	Jarawara	AMAZON RIVER DOLPHIN	boto	boto	b o t o	b o t o	1059.0	1016	AMAZON.RIVER.DOLPHIN		YES	Loan from Portuguese
11016	Jamamadi	AMAZON RIVER DOLPHIN	hasika	hasika	h a s i k a	h a s i k a	1060.0	1017	AMAZON.RIVER.DOLPHIN			
11023	Sorowaha	AMAZON RIVER DOLPHIN	husuri	husuri	h u s u r i	h u s u r i	1064.0	1021	AMAZON.RIVER.DOLPHIN			
11472	Jarawara	AMAZON RIVER DOLPHIN	marija / peixe-boi	marija	m a r i j a	m a r i j a	1058.0	1015	AMAZON.RIVER.DOLPHIN			
11699	Paumari	AMAZON RIVER DOLPHIN	basori	basori	ɓ a s o r i	ɓ a s o r i	1064.0	1021	AMAZON.RIVER.DOLPHIN			
11925	Kulina	AMAZON RIVER DOLPHIN	mapikara	mapikara	m a p i k a r a	m a p i k a r a	1448.0	1426	AMAZON.RIVER.DOLPHIN		YES	Perhaps borrowing from Kanamari
12542	Deni	AMAZON RIVER DOLPHIN	hetsika	hetsika	h e ts i k a	h e ts i k a	1060.0	1017	AMAZON.RIVER.DOLPHIN			
11024	Jarawara	MANATEE	marija / peixe-boi	peixe-boi	p ei ʃ e + b oi	p ei ʃ e + b oi	1066.0	1023 1024	FISH OX		YES	Borrowing from Portuguese
11025	Banawa	MANATEE	bona	bona	b o n a	b o n a	1065.0	1022	MANATEE			
11026	Jamamadi	MANATEE	peixe-boi	peixe-boi	p ei ʃ e + b oi	p ei ʃ e + b oi	1066.0	1023 1024	FISH OX		YES	Borrowing from Portuguese
11700	Paumari	MANATEE	boma	boma	b o m a	b o m a	1065.0	1022	MANATEE			
11924	Kulina	MANATEE	sopaina	sopaina	s o p ai n a	s o p ai n a	1447.0	1425	MANATEE			
12059	Paumari_1833	MANATEE	boma	boma	b o m a	b o m a	1065.0	1022	MANATEE			
11034	Banawa	PUMA	bani hadaj	bani hadaj	b a n i + h a d ai	b a n i + h a d ai	1072.0	1031 1032	PUMA ?			Suçuarana
11035	Jarawara	PUMA	banihata	banihata	b a n i + h a t a	b a n i + h a t a	1072.0	1031 1032	PUMA ?			Suçuarana
11036	Jamamadi	PUMA	jome mawa bani hada	jome mawa bani hada	j o m e + m a w a + b a n i + h a d a	j o m e + m a w a + b a n i + h a d a	1072.0	1033 1034 1031 1032	? ? PUMA ?			Suçuarana
11292	Sorowaha	PUMA	marihi adari	marihi adari	m a r i h i + a d a r i	m a r i h i + a d a r i	1072.0	1031 1032	PUMA RED			
11698	Paumari	PUMA	jomahi hiihiha	jomahi hiihiha	j o m a h i + h iː h i h a	j o m a h i + h iː h i h a	1072.0	1033 1218	PUMA GRUNT			
11920	Deni	PUMA	zumahi makʰuvi	zumahi makʰuvi	dz u m a h i + m a kʰ u v i	dz u m a h i + m a kʰ u v i	1072.0	1033 582	PUMA RED			
11921	Kulina	PUMA	zomami makʰokʰo	zomami makʰokʰo	z o m a m i + m a kʰ o kʰ o	z o m a m i + m a kʰ o kʰ o	1072.0	1033 582	PUMA RED			
11037	Banawa	GIANT RIVER OTTER	sabo	sabo	s a b o	s a b o	1073.0	1035	GIANT.OTTER			
11038	Jarawara	GIANT RIVER OTTER	sabo	sabo	s a b o	s a b o	1073.0	1035	GIANT.OTTER			
11039	Jamamadi	GIANT RIVER OTTER	saboho	saboho	s a b o h o	s a b o h o	1073.0	1035	GIANT.OTTER			
11697	Paumari	GIANT RIVER OTTER	sabaʔo	sabaʔo	s a b a ʔ o	s a b a ʔ o	1073.0	1035	GIANT.OTTER			
11917	Kulina	GIANT RIVER OTTER	sʰabira	sʰabira	tsʰ a b i r a	tsʰ a b i r a	1073.0	1035	GIANT.OTTER			
11918	Deni	GIANT RIVER OTTER	sʰabira	sʰabira	sʰ a b i r a	sʰ a b i r a	1073.0	1035	GIANT.OTTER			
11919	Sorowaha	GIANT RIVER OTTER	asia	asia	aː s ia	aː s ia	1444.0	1422	GIANT.OTTER			
11041	Sorowaha	HOPLIAS (Hoplias malabaricus)	sakusa	sakusa	s a k u s a	s a k u s a	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11042	Jarawara	HOPLIAS (Hoplias malabaricus)	sakoɸana	sakoɸana	s a k o ɸ a n a	s a k o ɸ a n a	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11043	Banawa	HOPLIAS (Hoplias malabaricus)	sakoɸana	sakoɸana	s a k o ɸ a n a	s a k o ɸ a n a	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11044	Jamamadi	HOPLIAS (Hoplias malabaricus)	sako	sako	s a k o	s a k o	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11045	Paumari	HOPLIAS (Hoplias malabaricus)	sako	sako	s a k o	s a k o	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11046	Kulina	HOPLIAS (Hoplias malabaricus)	sʰako	sʰako	tsʰ a k o	tsʰ a k o	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11047	Deni	HOPLIAS (Hoplias malabaricus)	sʰako	sʰako	sʰ a k o	sʰ a k o	1075.0	1036	HOPLIAS			Possibly of Arawak origin
11049	Sorowaha	BRYCON (GENUS)	mamuri	mamuri	m a m uː r i	m a m uː r i	400.0	379	BRYCON		YES	Of Arawak origin
11050	Deni	BRYCON (GENUS)	mamore	mamore	m a m o r e	m a m o r e	400.0	379	BRYCON		YES	Of Arawak origin
11051	Kulina	BRYCON (GENUS)	mamore	mamore	m a m o r e	m a m o r e	400.0	379	BRYCON		YES	Of Arawak origin
11052	Jarawara	BRYCON (GENUS)	aba	aba	a b a	a b a	1076.0	201	FISH			
11054	Paumari	BRYCON (GENUS)	mamori	mamori	m a m o r i	m a m o r i	400.0	379	BRYCON		YES	Of Arawak origin
11409	Banawa	BRYCON (GENUS)	aba	aba	a b a	a b a	1076.0	201	FISH			
11459	Jamamadi	BRYCON (GENUS)	aba	aba	a b a	a b a	1076.0	201	FISH			
11056	Jarawara	OPOSSUM	jokihiwe	jokihiwe	j o k i h i w e	j o k i h i w e	1077.0	1037	OPOSSUM			
11057	Banawa	OPOSSUM	jokiwe	jokiwe	j o k i w e	j o k i w e	1077.0	1037	OPOSSUM			
11058	Jamamadi	OPOSSUM	jikehe	jikehe	j i k e h e	j i k e h e	1077.0	1037	OPOSSUM			
11218	Sorowaha	OPOSSUM	jukasari	jukasari	j u k a s a r i	j u k a s a r i	1077.0	1037	OPOSSUM			
11693	Paumari	OPOSSUM	sakara	sakara	s a k a r a	s a k a r a	496.0	480	OPOSSUM			
11915	Kulina	OPOSSUM	mokora	mokora	m o k o r a	m o k o r a	1442.0	1420	OPOSSUM		YES	
11916	Deni	OPOSSUM	zavanabani	zavanabani	dz a v a n a b a n i	dz a v a n a b a n i	1443.0	1421	OPOSSUM			
11586	Jarawara	BLUE-AND-YELLOW MACAW (Ara ararauna)	amako	amako	a m a k o	a m a k o	1218.0	1184	BLUE.MACAW			
11588	Jamamadi	BLUE-AND-YELLOW MACAW (Ara ararauna)	amako	amako	a m a k o	a m a k o	1218.0	1184	BLUE.MACAW			
11590	Banawa	BLUE-AND-YELLOW MACAW (Ara ararauna)	amako	amako	a m a k o	a m a k o	1218.0	1184	BLUE.MACAW			
11687	Paumari	BLUE-AND-YELLOW MACAW (Ara ararauna)	karaʔimaro	karaʔimaro	k a r a ʔ i m a r o	k a r a ʔ i m a r o	1319.0	1215	BLUE.MACAW			
11688	Sorowaha	BLUE-AND-YELLOW MACAW (Ara ararauna)	kamawaku	kamawaku	k a m a w a k u	k a m a w a k u	1218.0	1184	BLUE.MACAW			
11905	Deni	BLUE-AND-YELLOW MACAW (Ara ararauna)	waha	waha	w a h a	w a h a	1438.0	1414	MACAW			
11906	Kulina	BLUE-AND-YELLOW MACAW (Ara ararauna)	waha	waha	w a h a	w a h a	1438.0	1414	MACAW			
12100	Paumari_1833	BLUE-AND-YELLOW MACAW (Ara ararauna)	aruta pururuke	aruta pururuke	a r u t a + p u r u r u k e	a r u t a + p u r u r u k e	1499.0	1479 1014	RED.MACAW BLACK			
11625	Jamamadi	PICK UP	idi	idi	i d i	i d i	1277.0	1195	PICK.UP			
11626	Banawa	PICK UP	idi	idi	i d i	i d i	1277.0	1195	PICK.UP			
11627	Jarawara	PICK UP	iti	iti	i t i	i t i	1277.0	1195	PICK.UP			
11682	Paumari	PICK UP	saʔa	saʔa	s a ʔ a	s a ʔ a	1316.0	1211	PICK.UP			
11683	Sorowaha	PICK UP	tata	tata	t a t a	t a t a	1317.0	1213	PICK.UP			
11902	Deni	PICK UP	idi	idi	i d i	i d i	1277.0	1195	PICK.UP			
11904	Kulina	PICK UP	idi	idi	i d i	i d i	1277.0	1195	PICK.UP			
11694	Banawa	ARRIVE	kobo	kobo	k o b o	k o b o	496.0	480	ARRIVE			
11695	Jarawara	ARRIVE	kobo	kobo	k o b o	k o b o	496.0	480	ARRIVE			
11696	Jamamadi	ARRIVE	kobo	kobo	k o b o	k o b o	496.0	480	ARRIVE			
11728	Paumari	ARRIVE	kaikahi	kaikahi	k ai k a h i	k ai k a h i	1326.0	1253	ARRIVE			
11729	Sorowaha	ARRIVE	banɨ	banɨ	b a n ɨ	b a n ɨ	1327.0	1254	ARRIVE			
11898	Kulina	ARRIVE	bakʰo	bakʰo	b a kʰ o	b a kʰ o	1435.0	1412	ARRIVE			
11899	Deni	ARRIVE	bakʰu	bakʰu	b a kʰ u	b a kʰ u	1435.0	1412	ARRIVE			
11712	Banawa	TELL	kamina	kamina	k a m i n a	k a m i n a	526.0	1152	TELL			
11713	Jamamadi	TELL	kamina	kamina	k a m i n a	k a m i n a	526.0	1152	TELL			
11714	Jarawara	TELL	kamina	kamina	k a m i n a	k a m i n a	526.0	1152	TELL			
11724	Sorowaha	TELL	nɨdɨ / hɨdawa / kuzɨ	nɨdɨ	n ɨ d ɨ	n ɨ d ɨ	1070.0	1056	TELL			
11725	Sorowaha	TELL	nɨdɨ / hɨdawa / kuzɨ	hɨdawa	h ɨ d a w a	h ɨ d a w a	1324.0	1250	TELL			
11726	Sorowaha	TELL	nɨdɨ / hɨdawa / kuzɨ	kuzɨ	k u z ɨ	k u z ɨ	1325.0	1252	TELL			
11727	Paumari	TELL	amina	amina	a m i n a	a m i n a	526.0	1152	TELL			
11896	Deni	TELL	ima	ima	i m a	i m a	1433.0	1410	TELL			
11897	Kulina	TELL	wati	wati	w a t̪ i	w a t̪ i	1434.0	1411	TELL			
12487	Jamamadi	TELL	sãpire	sãpire	s ã p i r e	s ã p i r e	1728.0	1721	TELL			
11803	Paumari	BOY	isai	isai	i s ai	i s ai	1382.0	1348	BOY			
11804	Jarawara	BOY	inamatewe	inamatewe	i n a m a t e w e	i n a m a t e w e	1383.0	1349	BOY			
11805	Sorowaha	BOY	kahamɨ	kahamɨ	k a h a m ɨ	k a h a m ɨ	1384.0	1350	BOY			
11806	Kulina	BOY	zabiʃo	zabiʃo	z a b i ʃ o	z a b i ʃ o	1385.0	1351	BOY			
11807	Deni	BOY	bedi	bedi	b e d i	b e d i	1386.0	1352	BOY			
11824	Deni	MILK	zuhurini ɸani	zuhurini ɸani	dz u h u r i n i + ɸ a n i	dz u h u r i n i + ɸ a n i	1396.0	262 1363	BREAST LIQUID			
11825	Jarawara	MILK	johari ɸehe	johari ɸehe	j o h a r i + ɸ e h e	j o h a r i + ɸ e h e	1396.0	262 1363	BREAST LIQUID			
11826	Kulina	MILK	zoho	zoho	z o h o	z o h o	1396.0	262	BREAST			
11827	Sorowaha	MILK	zuhu hahani	zuhu hahani	z u h u + h a h a n i	z u h u + h a h a n i	1396.0	262 1363	BREAST LIQUID			
11828	Paumari_1833	MILK	ama	ama	a m a	a m a	1397.0	1364	MILK			
11829	Paumari	MILK	dʒoho	dʒoho	dʒ o h o	dʒ o h o	1396.0	262	BREAST			
11830	Banawa	MILK	jowa fai	jowa fai	j o w a + ɸ ai	j o w a + ɸ ai	1396.0	262 1363	BREAST LIQUID			
12534	Jamamadi	MILK	johari ɸahi	johari ɸahi	j o h a r i + ɸ a h i	j o h a r i + ɸ a h i	1396.0	262 1363	BREAST  LIQUID			
11840	Kulina	LIGHTNING	sʰisʰiede	sʰisʰiede	tsʰ i tsʰ ie d e	tsʰ i tsʰ ie d e	1407.0	1379	LIGHTNING			Also species of firefly
11841	Jarawara	LIGHTNING	bahi	bahi	b a h i	b a h i	1408.0	216	THUNDER			
11842	Sorowaha	LIGHTNING	baai	baai	b aː i	b aː i	1408.0	216	THUNDER			
11843	Paumari	LIGHTNING	bahi	bahi	b a h i	b a h i	1408.0	216	THUNDER			
11844	Paumari_1833	LIGHTNING	isadɨ	isadɨ	i s a d ɨ	i s a d ɨ	1407.0	1379	LIGHTNING			
11845	Banawa	LIGHTNING	mai ebenei	mai ebenei	m ai + e b e n ei	m ai + e b e n ei	1409.0	216 1385	THUNDER FLASH			
11846	Deni	LIGHTNING	zibe	zibe	dz i b e	dz i b e	1410.0	1384	LIGHTNING			
12464	Kulina	SWEET POTATO	hariʃi	hariʃi	h a r i ʃ i	h a r i ʃ i	1719.0	1712	SWEET-POTATO			
12465	Paumari	SWEET POTATO	sipari	sipari	s i p a r i	s i p a r i	1720.0	998	SWEET-POTATO			
12466	Sorowaha	SWEET POTATO	awabidʒa	awabidʒa	a w a b i dʒ a	a w a b i dʒ a	1721.0	1713	SWEET-POTATO			
12467	Jarawara	SWEET POTATO	hosi	hosi	h o s i	h o s i	1722.0	1714	SWEET-POTATO			
12469	Banawa	SWEET POTATO	hosi	hosi	h o s i	h o s i	1722.0	1714	SWEET-POTATO			
12470	Deni	SWEET POTATO	harishi	harishi	h a r i sʰ i	h a r i sʰ i	1719.0	1712	SWEET-POTATO			
12537	Jamamadi	SWEET POTATO	hosi	hosi	h o s i	h o s i	1722.0	1714	SWEET-POTATO			
12597	Jarawara	ARMY ANT	mai	mai	m ai	m ai	1560.0	1453	ARMY.ANT.SP			
12598	Jamamadi	ARMY ANT	meme	meme	m e m e	m e m e	1778.0	1540	ARMY.ANT.SP			
12599	Banawa	ARMY ANT	mai / sii	mai	m ai	m ai	1560.0	1453	ARMY.ANT.SP			
12600	Jarawara	ARMY ANT	sii	sii	s ii	s ii	1779.0	1765	ARMY.ANT.SP			
12601	Jamamadi	ARMY ANT	sisi	sisi	s i s i	s i s i	1779.0	1765	ARMY.ANT.SP			
12602	Banawa	ARMY ANT	mai / sii	sii	s ii	s ii	1779.0	1765	ARMY.ANT.SP			
12646	Deni	ARMY ANT	mei	mei	m e ʔ i	m e ʔ i	1560.0	1453	ARMY.ANT.SP			
12647	Kulina	ARMY ANT	mei	mei	m ei	m ei	1560.0	1453	ARMY.ANT.SP			
12649	Sorowaha	ARMY ANT	musawa	musawa	m u s a w a	m u s a w a	1801.0	1787	ARMY.ANT.SP			
12689	Paumari	ARMY ANT	kasadari	kasadari	k a s a d a r i	k a s a d a r i	1811.0	1797	ARMY.ANT.SP			
1	Arawa	AXE	barí	barí	b a r i	b a r i	217.0	217	AXE			
2	Arawa	GOOD	amoza	amoza	a m o z a	a m o z a	8.0	8	BE.GOOD			
3	Arawa	FIRE	ʃihú	ʃihú	ʃ i h u	ʃ i h u	259.0	259	FIRE			
4	Arawa	FISH	abaigaua	abaigaua	a b a + i g a u a	a b a + i g a u a	201.0	201 1472	FISH ?			
5	Arawa	HOUSE	zami	zami	z a m i	z a m i - -	254.0	254	HOUSE			
6	Arawa	LAKE	daku	daku	d a k u	- d a k u	355.0	174	LAKE			
7	Arawa	MAN	makuidá	makuidá	m a k u i d a	- m a k u i d a	289.0	289	MAN.(ADULT.MALE)			
8	Arawa	MOON	masiko	masiko	m a s i k o	- m a s i k o	202.0	203	MOON			
9	Arawa	STAR	amoa	amoa	a m o a	a m o - a	9.0	9	STAR			
10	Arawa	TAPIR	awi	awi	a w i	a w i - -	14.0	14	TAPIR			
11	Arawa	WHITE-LIPPED PECCARY	isama	isama	i s a m a	- i s a m a	243.0	243	WHITE-LIPPED.PECCARY			
12	Arawa	FOOT	otamá	otamá	o t a m a	o t a m a	47.0	47	FOOT			
13	Arawa	HAND	usaɸá	usaɸá	u s a ɸ a	u s a ɸ a - -	83.0	83	HAND			
14	Arawa	JAGUAR	jumaihí	jumaihí	j u m a i h i	j u m a i h i	90.0	90	JAGUAR			
15	Arawa	ONE	warihí	warihí	w a r i h i	w - a r i h i	684.0	684	ONE			
16	Arawa	SCROTUM	naɸariná	naɸariná	n a ɸ a r i n a	- - n a ɸ a r i n a	375.0	360	SCROTUM			
17	Arawa	SUN	mahí	mahí	m a h i	m a h i	216.0	216	SUN			
19	Arawa	TWO	ɸamihí	ɸamihí	ɸ a m i h i	- ɸ a m i h i	153.0	153	TWO			
20	Arawa	WATER	pahá	pahá	p a h a	p a h a	157.0	157	WATER			
21	Arawa	TURTLE	chiri / kuwasa	chiri	tʃ i r i	tʃ i r i	172.0	172	TURTLE			
11795	Arawa	TURTLE	chiri / kuwasa	kuwasa	k u w a s a	k u w a s a	413.0	118	TURTLE			
10294	Arawa	FATHER	abi	abi	a b i	a b i - -	1.0	1	FATHER			
10295	Arawa	MOTHER	ami	ami	a m i	- - a m i - - - -	6.0	6	MOTHER			
10291	Arawa	SICK	amozaraha	amozaraha	a m o z a r a h a	a m o z a r a h a	839.0	796	BAD			
11799	Arawa	YES	naida a	naida a	n ai d a + a	n ai d a + a	476.0	461 1358	? ?			
10293	Arawa	WOMAN	waidawa	waidawa	w ai d a w a	w ai d a w a	841.0	798	WOMAN			
10287	Arawa	TOBACCO	aga	aga	a g a	a g a	837.0	795	TOBACCO			
10290	Arawa	BAD	amozaraha	amozaraha	a m o z a r a h a	a m o z a r a h a	838.0	796	BAD			
10289	Arawa	RIVER	paha	paha	p a h a	p a h a	597.0	157	WATER			
10283	Arawa	DOG	dʒumajhi	dʒumajhi	dʒ u m a j h i	dʒ u m a j h i	504.0	90	JAGUAR			
10292	Arawa	FULL	tɨidi	tɨidi	t ɨi d i	t ɨi d i	840.0	797	FULL			
10285	Arawa	EGG	nafarina	nafarina	n a ɸ a r i n a	n a ɸ a r i n a	784.0	360	EGG			
11797	Arawa	GOURD	wɨu	wɨu	w ɨu	w ɨu	152.0	152	GOURD			
10296	Arawa	ARROW	atu	atu	a t u	a t u	842.0	799	ARROW			
11796	Arawa	COLLARED PECCARY	nubasa	nubasa	n u b a s a	n u b a s a	1170.0	1138	COLLARED.PECCARY			
5103	Arawa	OAR	waramí	waramí	w a r a m i	w a r a m i	200.0	200	OAR			
10288	Arawa	CANOE	safini	safini	s a ɸ i n i	s a ɸ i n i	1295.0	1295	CANOE		YES	
10141	Arawa	FIREWOOD	sihu	sihu	s i h u	s i h u	753.0	716	FIREWOOD			
11798	Arawa	THREE	arisafaha	arisafaha	a r i s a ɸ a h a	a r i s a ɸ a h a	441.0	424	THREE			
11801	Arawa	BOW	bigauaha	bigauaha	b i g au a h a	b i g au a h a	1381.0	1345	BOW			
11802	Arawa	KNIFE	zui mazaru	zui mazaru	z ui + m a z a r u	z ui + m a z a r u	955.0	1346 1347	? ?			
11794	Arawa	MANATEE	afina	afina	a ɸ i n a	a ɸ i n a	1379.0	1342	MANATEE			
11800	Arawa	BOY	ganahi kidauwa	ganahi kidauwa	g a n a h i + k i d au w a	g a n a h i + k i d au w a	1380.0	1343 1344	? ?			
